country,year,sex,age,suicides_no,population,suicidesPer100k,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Poland,2000,female,75+ years,85.00,1152491,7.38,Poland2000,0.786,"171,885,598,583",4744,G.I. Generation
Poland,2000,female,55-74 years,239.00,3552068,6.73,Poland2000,0.786,"171,885,598,583",4744,Silent
Poland,2000,female,25-34 years,92.00,2524634,3.64,Poland2000,0.786,"171,885,598,583",4744,Generation X
Poland,2000,female,15-24 years,96.00,3161840,3.04,Poland2000,0.786,"171,885,598,583",4744,Generation X
Poland,2000,male,5-14 years,37.00,2774433,1.33,Poland2000,0.786,"171,885,598,583",4744,Millenials
Poland,2000,female,5-14 years,9.00,2647383,0.34,Poland2000,0.786,"171,885,598,583",4744,Millenials
Poland,2001,male,35-54 years,2430.00,5582959,43.53,Poland2001,,"190,521,263,343",5249,Boomers
Poland,2001,male,55-74 years,1024.00,2758983,37.12,Poland2001,,"190,521,263,343",5249,Silent
Poland,2001,male,75+ years,160.00,565914,28.27,Poland2001,,"190,521,263,343",5249,Silent
Poland,2001,male,25-34 years,712.00,2659140,26.78,Poland2001,,"190,521,263,343",5249,Generation X
Poland,2001,male,15-24 years,644.00,3294844,19.55,Poland2001,,"190,521,263,343",5249,Millenials
Poland,2001,female,35-54 years,399.00,5704557,6.99,Poland2001,,"190,521,263,343",5249,Boomers
Poland,2001,female,55-74 years,230.00,3550900,6.48,Poland2001,,"190,521,263,343",5249,Silent
Poland,2001,female,75+ years,59.00,1206688,4.89,Poland2001,,"190,521,263,343",5249,Silent
Poland,2001,female,25-34 years,83.00,2583962,3.21,Poland2001,,"190,521,263,343",5249,Generation X
Poland,2001,female,15-24 years,76.00,3172760,2.40,Poland2001,,"190,521,263,343",5249,Millenials
Poland,2001,male,5-14 years,35.00,2668508,1.31,Poland2001,,"190,521,263,343",5249,Millenials
Poland,2001,female,5-14 years,3.00,2546175,0.12,Poland2001,,"190,521,263,343",5249,Millenials
Poland,2002,male,35-54 years,2357.00,5556985,42.42,Poland2002,,"198,680,637,255",5466,Boomers
Poland,2002,male,55-74 years,1000.00,2820368,35.46,Poland2002,,"198,680,637,255",5466,Silent
Poland,2002,male,75+ years,170.00,592292,28.70,Poland2002,,"198,680,637,255",5466,Silent
Poland,2002,male,25-34 years,729.00,2725143,26.75,Poland2002,,"198,680,637,255",5466,Generation X
Poland,2002,male,15-24 years,646.00,3281123,19.69,Poland2002,,"198,680,637,255",5466,Millenials
Poland,2002,female,55-74 years,287.00,3603595,7.96,Poland2002,,"198,680,637,255",5466,Silent
Poland,2002,female,35-54 years,448.00,5674795,7.89,Poland2002,,"198,680,637,255",5466,Boomers
Poland,2002,female,75+ years,95.00,1256585,7.56,Poland2002,,"198,680,637,255",5466,Silent
Poland,2002,female,15-24 years,84.00,3157831,2.66,Poland2002,,"198,680,637,255",5466,Millenials
Poland,2002,female,25-34 years,68.00,2648168,2.57,Poland2002,,"198,680,637,255",5466,Generation X
Poland,2002,male,5-14 years,31.00,2574352,1.20,Poland2002,,"198,680,637,255",5466,Millenials
Poland,2002,female,5-14 years,10.00,2456261,0.41,Poland2002,,"198,680,637,255",5466,Millenials
Poland,2003,male,35-54 years,2347.00,5516698,42.54,Poland2003,,"217,513,049,292",5983,Boomers
Poland,2003,male,55-74 years,1037.00,2877537,36.04,Poland2003,,"217,513,049,292",5983,Silent
Poland,2003,male,75+ years,182.00,615086,29.59,Poland2003,,"217,513,049,292",5983,Silent
Poland,2003,male,25-34 years,728.00,2794580,26.05,Poland2003,,"217,513,049,292",5983,Generation X
Poland,2003,male,15-24 years,638.00,3262192,19.56,Poland2003,,"217,513,049,292",5983,Millenials
Poland,2003,female,55-74 years,272.00,3657281,7.44,Poland2003,,"217,513,049,292",5983,Silent
Poland,2003,female,35-54 years,377.00,5627506,6.70,Poland2003,,"217,513,049,292",5983,Boomers
Poland,2003,female,75+ years,78.00,1298600,6.01,Poland2003,,"217,513,049,292",5983,Silent
Poland,2003,female,25-34 years,80.00,2716171,2.95,Poland2003,,"217,513,049,292",5983,Generation X
Poland,2003,female,15-24 years,76.00,3138681,2.42,Poland2003,,"217,513,049,292",5983,Millenials
Poland,2003,male,5-14 years,16.00,2481651,0.64,Poland2003,,"217,513,049,292",5983,Millenials
Poland,2003,female,5-14 years,5.00,2367792,0.21,Poland2003,,"217,513,049,292",5983,Millenials
Poland,2004,male,35-54 years,2349.00,5468902,42.95,Poland2004,,"255,102,252,843",7014,Boomers
Poland,2004,male,55-74 years,1143.00,2949757,38.75,Poland2004,,"255,102,252,843",7014,Silent
Poland,2004,male,75+ years,200.00,646608,30.93,Poland2004,,"255,102,252,843",7014,Silent
Poland,2004,male,25-34 years,778.00,2866574,27.14,Poland2004,,"255,102,252,843",7014,Generation X
Poland,2004,male,15-24 years,666.00,3226847,20.64,Poland2004,,"255,102,252,843",7014,Millenials
Poland,2004,female,35-54 years,391.00,5572711,7.02,Poland2004,,"255,102,252,843",7014,Boomers
Poland,2004,female,55-74 years,258.00,3726648,6.92,Poland2004,,"255,102,252,843",7014,Silent
Poland,2004,female,75+ years,83.00,1352245,6.14,Poland2004,,"255,102,252,843",7014,Silent
Poland,2004,female,25-34 years,84.00,2786872,3.01,Poland2004,,"255,102,252,843",7014,Generation X
Poland,2004,female,15-24 years,84.00,3103522,2.71,Poland2004,,"255,102,252,843",7014,Millenials
Poland,2004,male,5-14 years,26.00,2390714,1.09,Poland2004,,"255,102,252,843",7014,Millenials
Poland,2004,female,5-14 years,10.00,2280196,0.44,Poland2004,,"255,102,252,843",7014,Millenials
Poland,2005,male,35-54 years,2348.00,5417528,43.34,Poland2005,0.805,"306,125,173,853",8417,Boomers
Poland,2005,male,55-74 years,1171.00,3024737,38.71,Poland2005,0.805,"306,125,173,853",8417,Silent
Poland,2005,male,75+ years,220.00,680106,32.35,Poland2005,0.805,"306,125,173,853",8417,Silent
Poland,2005,male,25-34 years,743.00,2937845,25.29,Poland2005,0.805,"306,125,173,853",8417,Generation X
Poland,2005,male,15-24 years,630.00,3179905,19.81,Poland2005,0.805,"306,125,173,853",8417,Millenials
Poland,2005,female,55-74 years,278.00,3799523,7.32,Poland2005,0.805,"306,125,173,853",8417,Silent
Poland,2005,female,35-54 years,388.00,5514733,7.04,Poland2005,0.805,"306,125,173,853",8417,Boomers
Poland,2005,female,75+ years,75.00,1406954,5.33,Poland2005,0.805,"306,125,173,853",8417,Silent
Poland,2005,female,25-34 years,88.00,2857672,3.08,Poland2005,0.805,"306,125,173,853",8417,Generation X
Poland,2005,female,15-24 years,71.00,3056685,2.32,Poland2005,0.805,"306,125,173,853",8417,Millenials
Poland,2005,male,5-14 years,26.00,2301105,1.13,Poland2005,0.805,"306,125,173,853",8417,Millenials
Poland,2005,female,5-14 years,7.00,2194572,0.32,Poland2005,0.805,"306,125,173,853",8417,Millenials
Poland,2006,male,35-54 years,2210.00,5362507,41.21,Poland2006,,"344,748,646,558",9485,Boomers
Poland,2006,male,55-74 years,1155.00,3107979,37.16,Poland2006,,"344,748,646,558",9485,Silent
Poland,2006,male,75+ years,246.00,714857,34.41,Poland2006,,"344,748,646,558",9485,Silent
Poland,2006,male,25-34 years,712.00,2996509,23.76,Poland2006,,"344,748,646,558",9485,Generation X
Poland,2006,male,15-24 years,593.00,3125615,18.97,Poland2006,,"344,748,646,558",9485,Millenials
Poland,2006,female,75+ years,106.00,1463753,7.24,Poland2006,,"344,748,646,558",9485,Silent
Poland,2006,female,55-74 years,277.00,3883201,7.13,Poland2006,,"344,748,646,558",9485,Silent
Poland,2006,female,35-54 years,302.00,5452440,5.54,Poland2006,,"344,748,646,558",9485,Boomers
Poland,2006,female,25-34 years,82.00,2917366,2.81,Poland2006,,"344,748,646,558",9485,Generation X
Poland,2006,female,15-24 years,78.00,3003407,2.60,Poland2006,,"344,748,646,558",9485,Millenials
Poland,2006,male,5-14 years,31.00,2211541,1.40,Poland2006,,"344,748,646,558",9485,Millenials
Poland,2006,female,5-14 years,13.00,2109057,0.62,Poland2006,,"344,748,646,558",9485,Millenials
Poland,2007,male,35-54 years,1865.00,5310215,35.12,Poland2007,,"429,063,549,984",11816,Boomers
Poland,2007,male,55-74 years,1123.00,3198917,35.11,Poland2007,,"429,063,549,984",11816,Silent
Poland,2007,male,75+ years,237.00,745405,31.79,Poland2007,,"429,063,549,984",11816,Silent
Poland,2007,male,25-34 years,648.00,3053025,21.22,Poland2007,,"429,063,549,984",11816,Generation X
Poland,2007,male,15-24 years,580.00,3053708,18.99,Poland2007,,"429,063,549,984",11816,Millenials
Poland,2007,female,55-74 years,269.00,3977336,6.76,Poland2007,,"429,063,549,984",11816,Silent
Poland,2007,female,35-54 years,304.00,5391795,5.64,Poland2007,,"429,063,549,984",11816,Boomers
Poland,2007,female,75+ years,83.00,1515131,5.48,Poland2007,,"429,063,549,984",11816,Silent
Poland,2007,female,15-24 years,73.00,2937109,2.49,Poland2007,,"429,063,549,984",11816,Millenials
Poland,2007,female,25-34 years,71.00,2973164,2.39,Poland2007,,"429,063,549,984",11816,Generation X
Poland,2007,male,5-14 years,19.00,2127356,0.89,Poland2007,,"429,063,549,984",11816,Generation Z
Poland,2007,female,5-14 years,12.00,2027682,0.59,Poland2007,,"429,063,549,984",11816,Generation Z
Poland,2008,male,35-54 years,2057.00,5265522,39.07,Poland2008,,"533,815,789,474",14721,Boomers
Poland,2008,male,55-74 years,1219.00,3294702,37.00,Poland2008,,"533,815,789,474",14721,Silent
Poland,2008,male,75+ years,260.00,769360,33.79,Poland2008,,"533,815,789,474",14721,Silent
Poland,2008,male,25-34 years,735.00,3115490,23.59,Poland2008,,"533,815,789,474",14721,Generation X
Poland,2008,male,15-24 years,579.00,2956692,19.58,Poland2008,,"533,815,789,474",14721,Millenials
Poland,2008,female,55-74 years,264.00,4077603,6.47,Poland2008,,"533,815,789,474",14721,Silent
Poland,2008,female,75+ years,86.00,1555874,5.53,Poland2008,,"533,815,789,474",14721,Silent
Poland,2008,female,35-54 years,294.00,5338758,5.51,Poland2008,,"533,815,789,474",14721,Boomers
Poland,2008,female,15-24 years,86.00,2845069,3.02,Poland2008,,"533,815,789,474",14721,Millenials
Poland,2008,female,25-34 years,74.00,3034314,2.44,Poland2008,,"533,815,789,474",14721,Generation X
Poland,2008,male,5-14 years,20.00,2053982,0.97,Poland2008,,"533,815,789,474",14721,Generation Z
Poland,2008,female,5-14 years,8.00,1955345,0.41,Poland2008,,"533,815,789,474",14721,Generation Z
Poland,2009,male,35-54 years,2343.00,5232406,44.78,Poland2009,,"439,796,160,379",12141,Boomers
Poland,2009,male,55-74 years,1501.00,3393358,44.23,Poland2009,,"439,796,160,379",12141,Silent
Poland,2009,male,75+ years,270.00,788583,34.24,Poland2009,,"439,796,160,379",12141,Silent
Poland,2009,male,25-34 years,784.00,3173718,24.70,Poland2009,,"439,796,160,379",12141,Generation X
Poland,2009,male,15-24 years,608.00,2851473,21.32,Poland2009,,"439,796,160,379",12141,Millenials
Poland,2009,female,55-74 years,340.00,4182592,8.13,Poland2009,,"439,796,160,379",12141,Silent
Poland,2009,female,35-54 years,342.00,5294575,6.46,Poland2009,,"439,796,160,379",12141,Boomers
Poland,2009,female,75+ years,94.00,1590245,5.91,Poland2009,,"439,796,160,379",12141,Silent
Poland,2009,female,15-24 years,75.00,2740576,2.74,Poland2009,,"439,796,160,379",12141,Millenials
Poland,2009,female,25-34 years,82.00,3090294,2.65,Poland2009,,"439,796,160,379",12141,Generation X
Poland,2009,male,5-14 years,25.00,1992140,1.25,Poland2009,,"439,796,160,379",12141,Generation Z
Poland,2009,female,5-14 years,13.00,1893442,0.69,Poland2009,,"439,796,160,379",12141,Generation Z
Poland,2010,male,55-74 years,1621.00,3547737,45.69,Poland2010,0.829,"479,321,460,551",13304,Silent
Poland,2010,male,35-54 years,2277.00,5226127,43.57,Poland2010,0.829,"479,321,460,551",13304,Generation X
Poland,2010,male,75+ years,256.00,811273,31.56,Poland2010,0.829,"479,321,460,551",13304,Silent
Poland,2010,male,25-34 years,806.00,3151996,25.57,Poland2010,0.829,"479,321,460,551",13304,Generation X
Poland,2010,male,15-24 years,547.00,2706883,20.21,Poland2010,0.829,"479,321,460,551",13304,Millenials
Poland,2010,female,55-74 years,313.00,4286710,7.30,Poland2010,0.829,"479,321,460,551",13304,Silent
Poland,2010,female,35-54 years,301.00,5221636,5.76,Poland2010,0.829,"479,321,460,551",13304,Generation X
Poland,2010,female,75+ years,94.00,1637613,5.74,Poland2010,0.829,"479,321,460,551",13304,Silent
Poland,2010,female,25-34 years,77.00,3050097,2.52,Poland2010,0.829,"479,321,460,551",13304,Generation X
Poland,2010,female,15-24 years,49.00,2596537,1.89,Poland2010,0.829,"479,321,460,551",13304,Millenials
Poland,2010,male,5-14 years,10.00,1944345,0.51,Poland2010,0.829,"479,321,460,551",13304,Generation Z
Poland,2010,female,5-14 years,6.00,1846837,0.32,Poland2010,0.829,"479,321,460,551",13304,Generation Z
Poland,2011,male,55-74 years,1579.00,3655347,43.20,Poland2011,0.833,"528,832,185,770",14686,Boomers
Poland,2011,male,35-54 years,2205.00,5201212,42.39,Poland2011,0.833,"528,832,185,770",14686,Generation X
Poland,2011,male,75+ years,268.00,833306,32.16,Poland2011,0.833,"528,832,185,770",14686,Silent
Poland,2011,male,25-34 years,769.00,3156400,24.36,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,male,15-24 years,515.00,2616051,19.69,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,female,55-74 years,276.00,4392879,6.28,Poland2011,0.833,"528,832,185,770",14686,Boomers
Poland,2011,female,35-54 years,275.00,5189683,5.30,Poland2011,0.833,"528,832,185,770",14686,Generation X
Poland,2011,female,75+ years,83.00,1674929,4.96,Poland2011,0.833,"528,832,185,770",14686,Silent
Poland,2011,female,15-24 years,58.00,2507255,2.31,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,female,25-34 years,64.00,3052661,2.10,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,male,5-14 years,17.00,1912411,0.89,Poland2011,0.833,"528,832,185,770",14686,Generation Z
Poland,2011,female,5-14 years,4.00,1816103,0.22,Poland2011,0.833,"528,832,185,770",14686,Generation Z
Poland,2012,male,55-74 years,1708.00,3762189,45.40,Poland2012,0.838,"500,360,816,828",13894,Boomers
Poland,2012,male,35-54 years,2182.00,5186397,42.07,Poland2012,0.838,"500,360,816,828",13894,Generation X
Poland,2012,male,75+ years,290.00,854366,33.94,Poland2012,0.838,"500,360,816,828",13894,Silent
Poland,2012,male,25-34 years,857.00,3139373,27.30,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,male,15-24 years,509.00,2533873,20.09,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,female,55-74 years,312.00,4497710,6.94,Poland2012,0.838,"500,360,816,828",13894,Boomers
Poland,2012,female,75+ years,103.00,1710969,6.02,Poland2012,0.838,"500,360,816,828",13894,Silent
Poland,2012,female,35-54 years,266.00,5166397,5.15,Poland2012,0.838,"500,360,816,828",13894,Generation X
Poland,2012,female,15-24 years,59.00,2427848,2.43,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,female,25-34 years,66.00,3034343,2.18,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,male,5-14 years,12.00,1898168,0.63,Poland2012,0.838,"500,360,816,828",13894,Generation Z
Poland,2012,female,5-14 years,4.00,1801813,0.22,Poland2012,0.838,"500,360,816,828",13894,Generation Z
Poland,2013,male,55-74 years,1755.00,3866967,45.38,Poland2013,0.84,"524,234,322,597",14552,Boomers
Poland,2013,male,35-54 years,2013.00,5168551,38.95,Poland2013,0.84,"524,234,322,597",14552,Generation X
Poland,2013,male,75+ years,287.00,869774,33.00,Poland2013,0.84,"524,234,322,597",14552,Silent
Poland,2013,male,25-34 years,810.00,3124764,25.92,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,male,15-24 years,497.00,2443545,20.34,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,female,55-74 years,329.00,4603966,7.15,Poland2013,0.84,"524,234,322,597",14552,Boomers
Poland,2013,female,35-54 years,281.00,5138869,5.47,Poland2013,0.84,"524,234,322,597",14552,Generation X
Poland,2013,female,75+ years,88.00,1736478,5.07,Poland2013,0.84,"524,234,322,597",14552,Silent
Poland,2013,female,15-24 years,63.00,2339251,2.69,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,female,25-34 years,72.00,3014277,2.39,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,male,5-14 years,16.00,1906361,0.84,Poland2013,0.84,"524,234,322,597",14552,Generation Z
Poland,2013,female,5-14 years,7.00,1810891,0.39,Poland2013,0.84,"524,234,322,597",14552,Generation Z
Poland,2014,male,55-74 years,1606.00,3963821,40.52,Poland2014,0.843,"545,179,584,720",15119,Boomers
Poland,2014,male,35-54 years,1949.00,5170670,37.69,Poland2014,0.843,"545,179,584,720",15119,Generation X
Poland,2014,male,75+ years,268.00,888229,30.17,Poland2014,0.843,"545,179,584,720",15119,Silent
Poland,2014,male,25-34 years,764.00,3087300,24.75,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,male,15-24 years,527.00,2357793,22.35,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,female,55-74 years,314.00,4699033,6.68,Poland2014,0.843,"545,179,584,720",15119,Boomers
Poland,2014,female,35-54 years,262.00,5129255,5.11,Poland2014,0.843,"545,179,584,720",15119,Generation X
Poland,2014,female,75+ years,79.00,1768411,4.47,Poland2014,0.843,"545,179,584,720",15119,Silent
Poland,2014,female,15-24 years,71.00,2256197,3.15,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,female,25-34 years,81.00,2975936,2.72,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,male,5-14 years,9.00,1929147,0.47,Poland2014,0.843,"545,179,584,720",15119,Generation Z
Poland,2014,female,5-14 years,4.00,1833838,0.22,Poland2014,0.843,"545,179,584,720",15119,Generation Z
Poland,2015,male,55-74 years,1524.00,4043381,37.69,Poland2015,,"477,355,617,456",13228,Boomers
Poland,2015,male,35-54 years,1665.00,5194280,32.05,Poland2015,,"477,355,617,456",13228,Generation X
Poland,2015,male,75+ years,288.00,902310,31.92,Poland2015,,"477,355,617,456",13228,Silent
Poland,2015,male,25-34 years,768.00,3043082,25.24,Poland2015,,"477,355,617,456",13228,Millenials
Poland,2015,male,15-24 years,440.00,2274111,19.35,Poland2015,,"477,355,617,456",13228,Millenials
Poland,2015,female,55-74 years,251.00,4778252,5.25,Poland2015,,"477,355,617,456",13228,Boomers
Poland,2015,female,35-54 years,256.00,5143247,4.98,Poland2015,,"477,355,617,456",13228,Generation X
Poland,2015,female,75+ years,77.00,1790695,4.30,Poland2015,,"477,355,617,456",13228,Silent
Poland,2015,female,15-24 years,61.00,2176442,2.80,Poland2015,,"477,355,617,456",13228,Millenials
Poland,2015,female,25-34 years,71.00,2931931,2.42,Poland2015,,"477,355,617,456",13228,Millenials
Poland,2015,male,5-14 years,12.00,1953588,0.61,Poland2015,,"477,355,617,456",13228,Generation Z
Poland,2015,female,5-14 years,7.00,1855256,0.38,Poland2015,,"477,355,617,456",13228,Generation Z
Portugal,1985,male,75+ years,89.00,160554,55.43,Portugal1985,0.676,"27,118,476,174",2912,G.I. Generation
Portugal,1985,male,55-74 years,245.00,805542,30.41,Portugal1985,0.676,"27,118,476,174",2912,G.I. Generation
Portugal,1985,male,35-54 years,185.00,1103803,16.76,Portugal1985,0.676,"27,118,476,174",2912,Silent
Portugal,1985,female,75+ years,39.00,288221,13.53,Portugal1985,0.676,"27,118,476,174",2912,G.I. Generation
Portugal,1985,male,25-34 years,87.00,703271,12.37,Portugal1985,0.676,"27,118,476,174",2912,Boomers
Portugal,1985,female,55-74 years,98.00,982911,9.97,Portugal1985,0.676,"27,118,476,174",2912,G.I. Generation
Portugal,1985,male,15-24 years,81.00,849013,9.54,Portugal1985,0.676,"27,118,476,174",2912,Generation X
Portugal,1985,female,35-54 years,77.00,1216115,6.33,Portugal1985,0.676,"27,118,476,174",2912,Silent
Portugal,1985,female,15-24 years,41.00,832177,4.93,Portugal1985,0.676,"27,118,476,174",2912,Generation X
Portugal,1985,female,25-34 years,31.00,712806,4.35,Portugal1985,0.676,"27,118,476,174",2912,Boomers
Portugal,1985,male,5-14 years,6.00,846549,0.71,Portugal1985,0.676,"27,118,476,174",2912,Generation X
Portugal,1985,female,5-14 years,4.00,812968,0.49,Portugal1985,0.676,"27,118,476,174",2912,Generation X
Portugal,1986,male,75+ years,111.00,167563,66.24,Portugal1986,,"38,749,715,722",4145,G.I. Generation
Portugal,1986,male,55-74 years,234.00,815490,28.69,Portugal1986,,"38,749,715,722",4145,G.I. Generation
Portugal,1986,male,35-54 years,195.00,1114186,17.50,Portugal1986,,"38,749,715,722",4145,Silent
Portugal,1986,female,75+ years,36.00,298812,12.05,Portugal1986,,"38,749,715,722",4145,G.I. Generation
Portugal,1986,female,55-74 years,93.00,992408,9.37,Portugal1986,,"38,749,715,722",4145,G.I. Generation
Portugal,1986,male,25-34 years,65.00,713499,9.11,Portugal1986,,"38,749,715,722",4145,Boomers
Portugal,1986,male,15-24 years,61.00,842205,7.24,Portugal1986,,"38,749,715,722",4145,Generation X
Portugal,1986,female,35-54 years,74.00,1221937,6.06,Portugal1986,,"38,749,715,722",4145,Silent
Portugal,1986,female,25-34 years,32.00,723861,4.42,Portugal1986,,"38,749,715,722",4145,Boomers
Portugal,1986,female,15-24 years,31.00,825030,3.76,Portugal1986,,"38,749,715,722",4145,Generation X
Portugal,1986,male,5-14 years,6.00,833510,0.72,Portugal1986,,"38,749,715,722",4145,Generation X
Portugal,1986,female,5-14 years,3.00,800747,0.37,Portugal1986,,"38,749,715,722",4145,Generation X
Portugal,1987,male,75+ years,121.00,174464,69.36,Portugal1987,,"48,187,667,853",5138,G.I. Generation
Portugal,1987,male,55-74 years,225.00,827812,27.18,Portugal1987,,"48,187,667,853",5138,G.I. Generation
Portugal,1987,male,35-54 years,190.00,1126680,16.86,Portugal1987,,"48,187,667,853",5138,Silent
Portugal,1987,female,75+ years,44.00,308299,14.27,Portugal1987,,"48,187,667,853",5138,G.I. Generation
Portugal,1987,male,25-34 years,90.00,719493,12.51,Portugal1987,,"48,187,667,853",5138,Boomers
Portugal,1987,male,15-24 years,80.00,833470,9.60,Portugal1987,,"48,187,667,853",5138,Generation X
Portugal,1987,female,55-74 years,79.00,1003976,7.87,Portugal1987,,"48,187,667,853",5138,G.I. Generation
Portugal,1987,female,35-54 years,69.00,1230247,5.61,Portugal1987,,"48,187,667,853",5138,Silent
Portugal,1987,female,25-34 years,33.00,731428,4.51,Portugal1987,,"48,187,667,853",5138,Boomers
Portugal,1987,female,15-24 years,24.00,816075,2.94,Portugal1987,,"48,187,667,853",5138,Generation X
Portugal,1987,male,5-14 years,3.00,819857,0.37,Portugal1987,,"48,187,667,853",5138,Generation X
Portugal,1987,female,5-14 years,2.00,787188,0.25,Portugal1987,,"48,187,667,853",5138,Generation X
Portugal,1988,male,75+ years,94.00,181135,51.89,Portugal1988,,"56,352,797,354",5995,G.I. Generation
Portugal,1988,male,55-74 years,231.00,841098,27.46,Portugal1988,,"56,352,797,354",5995,G.I. Generation
Portugal,1988,male,35-54 years,171.00,1140322,15.00,Portugal1988,,"56,352,797,354",5995,Silent
Portugal,1988,female,75+ years,31.00,317051,9.78,Portugal1988,,"56,352,797,354",5995,G.I. Generation
Portugal,1988,male,25-34 years,67.00,721919,9.28,Portugal1988,,"56,352,797,354",5995,Boomers
Portugal,1988,female,55-74 years,77.00,1016425,7.58,Portugal1988,,"56,352,797,354",5995,G.I. Generation
Portugal,1988,male,15-24 years,56.00,825467,6.78,Portugal1988,,"56,352,797,354",5995,Generation X
Portugal,1988,female,35-54 years,39.00,1239967,3.15,Portugal1988,,"56,352,797,354",5995,Silent
Portugal,1988,female,15-24 years,25.00,807953,3.09,Portugal1988,,"56,352,797,354",5995,Generation X
Portugal,1988,female,25-34 years,21.00,735778,2.85,Portugal1988,,"56,352,797,354",5995,Boomers
Portugal,1988,male,5-14 years,4.00,803134,0.50,Portugal1988,,"56,352,797,354",5995,Generation X
Portugal,1988,female,5-14 years,3.00,770232,0.39,Portugal1988,,"56,352,797,354",5995,Generation X
Portugal,1989,male,75+ years,95.00,188250,50.46,Portugal1989,,"60,600,056,659",6436,G.I. Generation
Portugal,1989,male,55-74 years,207.00,854371,24.23,Portugal1989,,"60,600,056,659",6436,G.I. Generation
Portugal,1989,female,75+ years,40.00,325797,12.28,Portugal1989,,"60,600,056,659",6436,G.I. Generation
Portugal,1989,male,25-34 years,80.00,719910,11.11,Portugal1989,,"60,600,056,659",6436,Boomers
Portugal,1989,male,35-54 years,108.00,1156015,9.34,Portugal1989,,"60,600,056,659",6436,Silent
Portugal,1989,female,55-74 years,77.00,1028424,7.49,Portugal1989,,"60,600,056,659",6436,G.I. Generation
Portugal,1989,male,15-24 years,58.00,820559,7.07,Portugal1989,,"60,600,056,659",6436,Generation X
Portugal,1989,female,35-54 years,46.00,1251913,3.67,Portugal1989,,"60,600,056,659",6436,Silent
Portugal,1989,female,15-24 years,18.00,802614,2.24,Portugal1989,,"60,600,056,659",6436,Generation X
Portugal,1989,female,25-34 years,14.00,736665,1.90,Portugal1989,,"60,600,056,659",6436,Boomers
Portugal,1989,female,5-14 years,3.00,748772,0.40,Portugal1989,,"60,600,056,659",6436,Generation X
Portugal,1989,male,5-14 years,1.00,781980,0.13,Portugal1989,,"60,600,056,659",6436,Generation X
Portugal,1990,male,75+ years,111.00,195284,56.84,Portugal1990,0.71,"78,721,607,509",8356,G.I. Generation
Portugal,1990,male,55-74 years,207.00,869989,23.79,Portugal1990,0.71,"78,721,607,509",8356,G.I. Generation
Portugal,1990,female,75+ years,53.00,332685,15.93,Portugal1990,0.71,"78,721,607,509",8356,G.I. Generation
Portugal,1990,male,25-34 years,106.00,712455,14.88,Portugal1990,0.71,"78,721,607,509",8356,Boomers
Portugal,1990,male,35-54 years,151.00,1171924,12.88,Portugal1990,0.71,"78,721,607,509",8356,Silent
Portugal,1990,male,15-24 years,62.00,821204,7.55,Portugal1990,0.71,"78,721,607,509",8356,Generation X
Portugal,1990,female,55-74 years,68.00,1042954,6.52,Portugal1990,0.71,"78,721,607,509",8356,G.I. Generation
Portugal,1990,female,35-54 years,55.00,1264949,4.35,Portugal1990,0.71,"78,721,607,509",8356,Silent
Portugal,1990,female,25-34 years,27.00,732012,3.69,Portugal1990,0.71,"78,721,607,509",8356,Boomers
Portugal,1990,female,15-24 years,25.00,802513,3.12,Portugal1990,0.71,"78,721,607,509",8356,Generation X
Portugal,1990,male,5-14 years,5.00,753794,0.66,Portugal1990,0.71,"78,721,607,509",8356,Generation X
Portugal,1990,female,5-14 years,0.00,721051,0.00,Portugal1990,0.71,"78,721,607,509",8356,Generation X
Portugal,1991,male,75+ years,143.00,200213,71.42,Portugal1991,,"89,242,382,961",9483,G.I. Generation
Portugal,1991,male,55-74 years,224.00,883383,25.36,Portugal1991,,"89,242,382,961",9483,Silent
Portugal,1991,male,25-34 years,126.00,710104,17.74,Portugal1991,,"89,242,382,961",9483,Boomers
Portugal,1991,male,35-54 years,156.00,1181062,13.21,Portugal1991,,"89,242,382,961",9483,Boomers
Portugal,1991,female,75+ years,36.00,337928,10.65,Portugal1991,,"89,242,382,961",9483,G.I. Generation
Portugal,1991,female,55-74 years,86.00,1057252,8.13,Portugal1991,,"89,242,382,961",9483,Silent
Portugal,1991,male,15-24 years,58.00,823743,7.04,Portugal1991,,"89,242,382,961",9483,Generation X
